strain_entity_id,canonical_genome_path,total_bp,contigs,largest_contig_bp,skani_compatible,exclusion_reason,learned_nearclone_block,raw_nearclone_block,FINAL_nearclone_99_5_block,learned_lineage95_block,raw_lineage95_block,FINAL_lineage_95_block
STRAIN_000746,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000746.fa.gz,2370304,146,1351428,True,,LNC_0108,RNC_0103,NC_0103,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000747,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000747.fa.gz,2354445,111,444013,True,,LNC_0425,RNC_0406,NC_0406,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000748,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000748.fa.gz,2440372,4,2325058,True,,LNC_0028,RNC_0030,NC_0030,LANI95_0009,RANI95_0009,ANI95_0009
STRAIN_000749,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000749.fa.gz,2094354,1,2094354,True,,LNC_0426,RNC_0407,NC_0407,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000750,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000750.fa.gz,2893669,57,310149,True,,LNC_0013,RNC_0014,NC_0014,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000751,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000751.fa.gz,1902828,85,149358,True,,LNC_0427,RNC_0408,NC_0408,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000752,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000752.fa.gz,1920050,10,645270,True,,LNC_0428,RNC_0409,NC_0409,LANI95_0021,RANI95_0021,ANI95_0021
STRAIN_000753,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000753.fa.gz,3250700,65,307873,True,,LNC_0021,RNC_0021,NC_0021,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000754,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000754.fa.gz,2859213,2,1449447,True,,LNC_0016,RNC_0018,NC_0018,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000755,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000755.fa.gz,3434822,5,3269650,True,,LNC_0007,RNC_0006,NC_0006,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000756,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000756.fa.gz,2149913,1,2149913,True,,LNC_0429,RNC_0410,NC_0410,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000757,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000757.fa.gz,2392818,33,489873,True,,LNC_0430,RNC_0411,NC_0411,LANI95_0016,RANI95_0016,ANI95_0016
STRAIN_000758,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000758.fa.gz,2393285,1,2393285,True,,LNC_0431,RNC_0412,NC_0412,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000759,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000759.fa.gz,2408466,54,667100,True,,LNC_0432,RNC_0413,NC_0413,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000760,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000760.fa.gz,3575075,15,3333671,True,,LNC_0033,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000761,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000761.fa.gz,1787406,82,132377,True,,LNC_0109,RNC_0104,NC_0104,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000762,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000762.fa.gz,1789281,82,132432,True,,LNC_0109,RNC_0104,NC_0104,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000763,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000763.fa.gz,2073192,296,64033,True,,LNC_0029,RNC_0031,NC_0031,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000764,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000764.fa.gz,2149912,1,2149912,True,,LNC_0433,RNC_0414,NC_0414,LANI95_0013,RANI95_0013,ANI95_0013
STRAIN_000765,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000765.fa.gz,2399145,5,2297399,True,,LNC_0070,RNC_0065,NC_0065,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000766,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000766.fa.gz,1950042,365,64463,True,,LNC_0434,RNC_0415,NC_0415,LANI95_0019,RANI95_0019,ANI95_0019
STRAIN_000767,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000767.fa.gz,2385558,1,2385558,True,,LNC_0023,RNC_0022,NC_0022,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000768,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000768.fa.gz,3179881,36,528392,True,,LNC_0006,RNC_0008,NC_0008,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000769,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000769.fa.gz,1873425,64,246083,True,,LNC_0074,RNC_0069,NC_0069,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000770,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000770.fa.gz,1716855,46,348921,True,,LNC_0047,RNC_0044,NC_0044,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000771,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000771.fa.gz,1703928,182,106885,True,,LNC_0047,RNC_0044,NC_0044,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000772,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000772.fa.gz,1719292,48,290041,True,,LNC_0047,RNC_0044,NC_0044,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000773,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000773.fa.gz,1728343,56,318122,True,,LNC_0047,RNC_0044,NC_0044,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000774,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000774.fa.gz,1693234,37,287389,True,,LNC_0435,RNC_0416,NC_0416,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000775,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000775.fa.gz,1854786,84,188902,True,,LNC_0110,RNC_0050,NC_0050,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000776,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000776.fa.gz,1852353,75,197256,True,,LNC_0110,RNC_0050,NC_0050,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000777,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000777.fa.gz,3129120,258,277626,True,,LNC_0436,RNC_0417,NC_0417,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000778,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000778.fa.gz,2542145,213,152662,True,,LNC_0111,RNC_0105,NC_0105,LANI95_0009,RANI95_0009,ANI95_0009
STRAIN_000779,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000779.fa.gz,2593201,211,134682,True,,LNC_0111,RNC_0105,NC_0105,LANI95_0009,RANI95_0009,ANI95_0009
STRAIN_000780,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000780.fa.gz,2369863,1,2369863,True,,LNC_0437,RNC_0418,NC_0418,LANI95_0020,RANI95_0020,ANI95_0020
STRAIN_000781,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000781.fa.gz,5064093,3,5055406,True,,LNC_0438,RNC_0419,NC_0419,LANI95_0024,RANI95_0024,ANI95_0024
STRAIN_000782,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000782.fa.gz,3255228,1,3255228,True,,LNC_0071,RNC_0066,NC_0066,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000783,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000783.fa.gz,2266368,20,680428,True,,LNC_0106,RNC_0101,NC_0101,LANI95_0013,RANI95_0013,ANI95_0013
STRAIN_000784,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000784.fa.gz,2505036,88,342003,True,,LNC_0018,RNC_0016,NC_0016,LANI95_0008,RANI95_0008,ANI95_0008
STRAIN_000785,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000785.fa.gz,3320817,8,3058984,True,,LNC_0439,RNC_0420,NC_0420,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000786,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000786.fa.gz,2416492,1,2416492,True,,LNC_0440,RNC_0421,NC_0421,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000787,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000787.fa.gz,2640087,9,2421519,True,,LNC_0018,RNC_0016,NC_0016,LANI95_0008,RANI95_0008,ANI95_0008
STRAIN_000788,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000788.fa.gz,1991096,1,1991096,True,,LNC_0441,RNC_0422,NC_0422,LANI95_0094,RANI95_0091,ANI95_0091
STRAIN_000789,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000789.fa.gz,3121984,12,1852232,True,,LNC_0005,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000790,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000790.fa.gz,3289508,67,505091,True,,LNC_0019,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000791,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000791.fa.gz,3248882,28,547079,True,,LNC_0003,RNC_0003,NC_0003,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000792,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000792.fa.gz,3299451,34,481517,True,,LNC_0068,RNC_0063,NC_0063,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000793,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000793.fa.gz,3138505,51,774813,True,,LNC_0003,RNC_0003,NC_0003,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000794,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000794.fa.gz,2466849,4,2428178,True,,LNC_0041,RNC_0039,NC_0039,LANI95_0008,RANI95_0008,ANI95_0008
STRAIN_000795,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000795.fa.gz,2958982,143,288148,True,,LNC_0442,RNC_0423,NC_0423,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000796,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000796.fa.gz,3346408,7,3200527,True,,LNC_0443,RNC_0424,NC_0424,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000797,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000797.fa.gz,3404719,2,3184937,True,,LNC_0003,RNC_0003,NC_0003,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000798,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000798.fa.gz,2032186,1,2032186,True,,LNC_0444,RNC_0425,NC_0425,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000799,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000799.fa.gz,3048833,123,434898,True,,LNC_0012,RNC_0013,NC_0013,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000800,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000800.fa.gz,2991153,1,2991153,True,,LNC_0004,RNC_0005,NC_0005,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000801,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000801.fa.gz,2172569,1,2172569,True,,LNC_0445,RNC_0426,NC_0426,LANI95_0026,RANI95_0026,ANI95_0026
STRAIN_000802,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000802.fa.gz,3314193,10,3016749,True,,LNC_0009,RNC_0010,NC_0010,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000803,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000803.fa.gz,3482523,9,3101304,True,,LNC_0446,RNC_0427,NC_0427,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000804,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000804.fa.gz,3415213,519,170426,True,,LNC_0447,RNC_0428,NC_0428,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000805,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000805.fa.gz,1853948,1,1853948,True,,LNC_0448,RNC_0429,NC_0429,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000806,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000806.fa.gz,2342780,48,423721,True,,LNC_0050,RNC_0047,NC_0047,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000807,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000807.fa.gz,3151087,2,3102336,True,,LNC_0026,RNC_0026,NC_0026,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000808,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000808.fa.gz,2391204,3,2247329,True,,LNC_0449,RNC_0430,NC_0430,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000809,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000809.fa.gz,2030963,1,2030963,True,,LNC_0001,RNC_0002,NC_0002,LANI95_0010,RANI95_0010,ANI95_0010
STRAIN_000810,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000810.fa.gz,2233760,1,2233760,True,,LNC_0035,RNC_0036,NC_0036,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000811,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000811.fa.gz,1862668,3,1854857,True,,LNC_0052,RNC_0007,NC_0007,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000812,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000812.fa.gz,2336700,2,2330951,True,,LNC_0085,RNC_0080,NC_0080,LANI95_0012,RANI95_0012,ANI95_0012
STRAIN_000813,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000813.fa.gz,1991969,1,1991969,True,,LNC_0001,RNC_0002,NC_0002,LANI95_0010,RANI95_0010,ANI95_0010
STRAIN_000814,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000814.fa.gz,2968535,4,2937601,True,,LNC_0004,RNC_0005,NC_0005,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000815,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000815.fa.gz,2757833,1,2757833,True,,LNC_0048,RNC_0045,NC_0045,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000816,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000816.fa.gz,3143541,2,3076746,True,,LNC_0012,RNC_0013,NC_0013,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000817,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000817.fa.gz,3197263,1,3197263,True,,LNC_0019,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000818,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000818.fa.gz,3144152,168,161575,True,,LNC_0450,RNC_0431,NC_0431,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000819,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000819.fa.gz,1869019,117,147547,True,,LNC_0451,RNC_0007,NC_0007,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000820,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000820.fa.gz,2556337,174,279119,True,,LNC_0452,RNC_0432,NC_0432,LANI95_0008,RANI95_0008,ANI95_0008
STRAIN_000821,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000821.fa.gz,3434047,10,3121955,True,,LNC_0453,RNC_0433,NC_0433,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000822,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000822.fa.gz,2081372,251,138409,True,,LNC_0454,RNC_0434,NC_0434,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000823,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000823.fa.gz,1766718,105,147024,True,,LNC_0455,RNC_0007,NC_0007,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000824,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000824.fa.gz,1723696,97,146487,True,,LNC_0456,RNC_0435,NC_0435,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000825,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000825.fa.gz,2852802,71,328593,True,,LNC_0013,RNC_0014,NC_0014,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000826,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000826.fa.gz,2830936,71,228179,True,,LNC_0457,RNC_0436,NC_0436,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000827,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000827.fa.gz,2945074,63,197864,True,,LNC_0004,RNC_0005,NC_0005,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000828,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000828.fa.gz,3494572,102,369072,True,,LNC_0003,RNC_0003,NC_0003,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000829,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000829.fa.gz,3298267,275,195260,True,,LNC_0015,RNC_0017,NC_0017,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000830,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000830.fa.gz,3218072,65,371799,True,,LNC_0003,RNC_0003,NC_0003,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000831,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000831.fa.gz,3100037,207,169880,True,,LNC_0026,RNC_0026,NC_0026,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000832,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000832.fa.gz,2492570,437,43424,True,,LNC_0061,RNC_0056,NC_0056,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000833,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000833.fa.gz,1887399,333,65112,True,,LNC_0458,RNC_0437,NC_0437,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000834,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000834.fa.gz,2735779,277,156455,True,,LNC_0088,RNC_0083,NC_0083,LANI95_0009,RANI95_0009,ANI95_0009
STRAIN_000835,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000835.fa.gz,1954162,37,671585,True,,LNC_0001,RNC_0002,NC_0002,LANI95_0010,RANI95_0010,ANI95_0010
STRAIN_000836,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000836.fa.gz,1968036,568,58967,True,,LNC_0001,RNC_0002,NC_0002,LANI95_0010,RANI95_0010,ANI95_0010
STRAIN_000837,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000837.fa.gz,2003055,49,388529,True,,LNC_0001,RNC_0002,NC_0002,LANI95_0010,RANI95_0010,ANI95_0010
STRAIN_000838,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000838.fa.gz,2974503,17,1078729,True,,LNC_0015,RNC_0017,NC_0017,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000839,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000839.fa.gz,3214847,1,3214847,True,,LNC_0459,RNC_0438,NC_0438,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000840,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000840.fa.gz,1897009,1,1897009,True,,LNC_0460,RNC_0439,NC_0439,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000841,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000841.fa.gz,3479648,7,3264284,True,,LNC_0003,RNC_0003,NC_0003,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000842,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000842.fa.gz,3258084,119,213043,True,,LNC_0007,RNC_0006,NC_0006,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000843,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000843.fa.gz,3215766,152,132491,True,,LNC_0008,RNC_0009,NC_0009,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000844,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000844.fa.gz,3316920,80,736591,True,,LNC_0008,RNC_0009,NC_0009,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000845,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000845.fa.gz,2236819,9,854710,True,,LNC_0461,RNC_0440,NC_0440,LANI95_0013,RANI95_0013,ANI95_0013
STRAIN_000846,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000846.fa.gz,3324561,3,3257538,True,,LNC_0005,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000847,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000847.fa.gz,3133640,176,236370,True,,LNC_0026,RNC_0026,NC_0026,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000848,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000848.fa.gz,3195259,8,2992100,True,,LNC_0105,RNC_0100,NC_0100,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000849,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000849.fa.gz,3304210,1,3304210,True,,LNC_0033,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000850,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000850.fa.gz,3577013,84,296122,True,,LNC_0040,RNC_0038,NC_0038,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000851,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000851.fa.gz,2242707,37,362328,True,,LNC_0462,RNC_0441,NC_0441,LANI95_0016,RANI95_0016,ANI95_0016
STRAIN_000852,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000852.fa.gz,1964219,18,676432,True,,LNC_0001,RNC_0002,NC_0002,LANI95_0010,RANI95_0010,ANI95_0010
STRAIN_000853,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000853.fa.gz,3218894,145,625427,True,,LNC_0463,RNC_0442,NC_0442,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000854,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000854.fa.gz,3311055,29,638835,True,,LNC_0005,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000855,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000855.fa.gz,2910708,60,712425,True,,LNC_0017,RNC_0019,NC_0019,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000856,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000856.fa.gz,2170046,146,108264,True,,LNC_0464,RNC_0443,NC_0443,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000857,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000857.fa.gz,3193307,23,528439,True,,LNC_0006,RNC_0008,NC_0008,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000858,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000858.fa.gz,3007263,1,3007263,True,,LNC_0014,RNC_0015,NC_0015,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000859,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000859.fa.gz,3220754,3,3209174,True,,LNC_0006,RNC_0008,NC_0008,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000860,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000860.fa.gz,2477907,1,2477907,True,,LNC_0027,RNC_0027,NC_0027,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000861,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000861.fa.gz,2296011,1,2296011,True,,LNC_0465,RNC_0444,NC_0444,LANI95_0020,RANI95_0020,ANI95_0020
STRAIN_000862,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000862.fa.gz,3304253,1,3304253,True,,LNC_0033,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000863,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000863.fa.gz,1817617,112,114673,True,,LNC_0054,RNC_0028,NC_0028,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000864,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000864.fa.gz,3304238,1,3304238,True,,LNC_0033,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000865,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000865.fa.gz,3300453,2,3260357,True,,LNC_0005,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000866,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000866.fa.gz,2306390,1,2306390,True,,LNC_0466,RNC_0445,NC_0445,LANI95_0016,RANI95_0016,ANI95_0016
STRAIN_000867,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000867.fa.gz,3140923,1,3140923,True,,LNC_0012,RNC_0013,NC_0013,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000868,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000868.fa.gz,3309525,34,845029,True,,LNC_0065,RNC_0059,NC_0059,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000869,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000869.fa.gz,2853776,31,472904,True,,LNC_0017,RNC_0019,NC_0019,LANI95_0003,RANI95_0003,ANI95_0003
