strain_entity_id,current_genome_key,primary_accession,gcf_accession,gca_accession,species,strain,taxon_main,taxon_key,assembly_level,culture_collection,isolation_source,isolation_host,isolation_country,isolation_sample_type,legacy_pdb_ids,legacy_genome_uids,culture_collection_ids,local_genome_files,local_genome_file_count,old_paper_count,old_evidence_count,old_clinical_count,old_animal_count,old_in_vitro_count,probiotic_source_tags,matched_evidence_rows_v3,matched_publications_v3,matched_functions_v3,clinical_evidence_v3,animal_evidence_v3,in_vitro_evidence_v3,has_strain_resolved_evidence_v3,registry_accession_candidates,accession_source_columns,identity_match_status,identity_match_method,matched_genome_path,matched_genome_file,matched_genome_accessions,matched_valid_fasta,matched_total_bp,matched_n50,matched_contigs
STRAIN_000551,GCF_003046115.1,GCF_003046115.1,GCF_003046115.1,GCA_003046115.1,Lacticaseibacillus rhamnosus,LR2,rhamnosus,rhamnosus,Scaffold,,sourdough,not applicable,Turkey,isolated organism,PDB_000838,Lacticaseibacillus rhamnosus||LR2,,G:\安雄伟论文\数据\genomes\ncbi\GCA_003046115.1.fa.gz,1,20,20,1,0,0,Optibac,2,2,2,0,0,0,YES,GCF_003046115.1 | GCA_003046115.1,"GCF_003046115.1:current_genome_key,primary_accession,gcf_accession || GCA_003046115.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003046115.1.fa.gz,GCA_003046115.1.fa.gz,GCA_003046115.1,True,2931951,154707,39
STRAIN_000552,GCF_003046135.1,GCF_003046135.1,GCF_003046135.1,GCA_003046135.1,Limosilactobacillus reuteri,E81,reuteri,reuteri,Contig,,sourdough,not applicable,Turkey,isolated organism,PDB_000266,Limosilactobacillus reuteri||E81,,G:\安雄伟论文\数据\genomes\ncbi\GCA_003046135.1.fa.gz,1,4,4,0,3,1,Optibac,0,0,0,0,0,0,NO,GCF_003046135.1 | GCA_003046135.1,"GCF_003046135.1:current_genome_key,primary_accession,gcf_accession || GCA_003046135.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003046135.1.fa.gz,GCA_003046135.1.fa.gz,GCA_003046135.1,True,1987473,69487,55
STRAIN_000553,GCF_003052855.1,GCF_003052855.1,GCF_003052855.1,GCA_003052855.1,Lacticaseibacillus casei,DS13_13,casei,casei,Contig,,Commercial dietary supplements,Homo sapiens,USA:MD,Single cell,PDB_000870 | PDB_000898,Lacticaseibacillus casei||DS13_13,,G:\安雄伟论文\数据\genomes\ncbi\GCA_003052855.1.fa.gz,1,2,2,0,0,0,,0,0,0,0,0,0,NO,GCF_003052855.1 | GCA_003052855.1,"GCF_003052855.1:current_genome_key,primary_accession,gcf_accession || GCA_003052855.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003052855.1.fa.gz,GCA_003052855.1.fa.gz,GCA_003052855.1,True,2782240,40567,161
STRAIN_000554,GCF_003052925.1,GCF_003052925.1,GCF_003052925.1,GCA_003052925.1,Lacticaseibacillus rhamnosus,DS18_11,rhamnosus,rhamnosus,Contig,,Commercial dietary supplements,Homo sapiens,USA:MD,Single cell,PDB_000919,Lacticaseibacillus rhamnosus||DS18_11,,G:\安雄伟论文\数据\genomes\ncbi\GCA_003052925.1.fa.gz,1,1,1,0,0,0,Optibac,0,0,0,0,0,0,NO,GCF_003052925.1 | GCA_003052925.1,"GCF_003052925.1:current_genome_key,primary_accession,gcf_accession || GCA_003052925.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003052925.1.fa.gz,GCA_003052925.1.fa.gz,GCA_003052925.1,True,2897248,228368,47
STRAIN_000555,GCF_003060705.1,GCF_003060705.1,GCF_003060705.1,GCA_003060705.1,Levilactobacillus brevis,DM9218,brevis,brevis,Scaffold,,sauerkraut,,China: Dalian,mixed culture,PDB_000864,Levilactobacillus brevis||DM9218,,G:\安雄伟论文\数据\genomes\ncbi\GCA_003060705.1.fa.gz,1,17,17,0,0,0,Optibac,0,0,0,0,0,0,NO,GCF_003060705.1 | GCA_003060705.1,"GCF_003060705.1:current_genome_key,primary_accession,gcf_accession || GCA_003060705.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003060705.1.fa.gz,GCA_003060705.1.fa.gz,GCA_003060705.1,True,2649463,2331362,10
STRAIN_000556,GCF_003062045.1,GCF_003062045.1,GCF_003062045.1,GCA_003062045.1,Lactobacillus acidophilus,DS1_1A,acidophilus,acidophilus,Contig,,Commercial dietary supplements,Homo sapiens,USA:MD,Single cell,PDB_000885,Lactobacillus acidophilus||DS1_1A,,G:\安雄伟论文\数据\genomes\ncbi\GCA_003062045.1.fa.gz,1,2,2,1,0,0,Optibac,0,0,0,0,0,0,NO,GCF_003062045.1 | GCA_003062045.1,"GCF_003062045.1:current_genome_key,primary_accession,gcf_accession || GCA_003062045.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003062045.1.fa.gz,GCA_003062045.1.fa.gz,GCA_003062045.1,True,1970142,168008,36
STRAIN_000557,GCF_003072625.1,GCF_003072625.1,GCF_003072625.1,GCA_003072625.1,Limosilactobacillus reuteri,WHH1689,reuteri,reuteri,Complete Genome,,Highland barley wine,,China: Tibetan Plateau,,PDB_000259,Limosilactobacillus reuteri||WHH1689,,G:\安雄伟论文\数据\genomes\ncbi\GCA_003072625.1.fa.gz,1,1,1,0,1,0,Optibac,0,0,0,0,0,0,NO,GCF_003072625.1 | GCA_003072625.1,"GCF_003072625.1:current_genome_key,primary_accession,gcf_accession || GCA_003072625.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003072625.1.fa.gz,GCA_003072625.1.fa.gz,GCA_003072625.1,True,2044184,2044184,1
STRAIN_000558,GCF_003097595.1,GCF_003097595.1,GCF_003097595.1,GCA_003097595.1,Lactiplantibacillus plantarum,LQ80,plantarum,plantarum,Complete Genome,,pig feed from feed plant,,Japan: Kanagawa,liquid feed,PDB_000088,Lactiplantibacillus plantarum||LQ80,,G:\安雄伟论文\数据\genomes\ncbi\GCA_003097595.1.fa.gz,1,2,2,0,2,0,Optibac,0,0,0,0,0,0,NO,GCF_003097595.1 | GCA_003097595.1,"GCF_003097595.1:current_genome_key,primary_accession,gcf_accession || GCA_003097595.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003097595.1.fa.gz,GCA_003097595.1.fa.gz,GCA_003097595.1,True,3447624,3230192,8
STRAIN_000559,GCF_003129615.1,GCF_003129615.1,GCF_003129615.1,GCA_003129615.1,Lacticaseibacillus rhamnosus,TMC3115,rhamnosus,rhamnosus,Contig,,fermented milk,,China:Hebei,fermented milk,PDB_000872,Lacticaseibacillus rhamnosus||TMC3115,,G:\安雄伟论文\数据\genomes\ncbi\GCA_003129615.1.fa.gz,1,2,2,0,0,1,Optibac,0,0,0,0,0,0,NO,GCF_003129615.1 | GCA_003129615.1,"GCF_003129615.1:current_genome_key,primary_accession,gcf_accession || GCA_003129615.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003129615.1.fa.gz,GCA_003129615.1.fa.gz,GCA_003129615.1,True,3006544,180139,38
STRAIN_000560,GCF_003129645.1,GCF_003129645.1,GCF_003129645.1,GCA_003129645.1,Lacticaseibacillus rhamnosus,LR863,rhamnosus,rhamnosus,Contig,,fermented milk,,China:Hebei,fermented milk,PDB_000826,Lacticaseibacillus rhamnosus||LR863,,G:\安雄伟论文\数据\genomes\ncbi\GCA_003129645.1.fa.gz,1,21,21,0,0,0,Optibac,0,0,0,0,0,0,NO,GCF_003129645.1 | GCA_003129645.1,"GCF_003129645.1:current_genome_key,primary_accession,gcf_accession || GCA_003129645.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003129645.1.fa.gz,GCA_003129645.1.fa.gz,GCA_003129645.1,True,3006277,180151,38
STRAIN_000561,GCF_003130445.1,GCF_003130445.1,GCF_003130445.1,GCA_003130445.1,Streptococcus thermophilus,05-34,thermophilus,thermophilus,Scaffold,,kefir grains,,China: Tibet,cell culture,PDB_000978,Streptococcus thermophilus||05-34,,G:\安雄伟论文\数据\genomes\ncbi\GCA_003130445.1.fa.gz,1,1,1,0,0,0,Optibac,0,0,0,0,0,0,NO,GCF_003130445.1 | GCA_003130445.1,"GCF_003130445.1:current_genome_key,primary_accession,gcf_accession || GCA_003130445.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003130445.1.fa.gz,GCA_003130445.1.fa.gz,GCA_003130445.1,True,1800321,100526,43
STRAIN_000562,GCF_003143915.1,GCF_003143915.1,GCF_003143915.1,GCA_003143915.1,Lactiplantibacillus plantarum,HAC01,plantarum,plantarum,Complete Genome,,White Kimchi (Baek Kimchi),,South Korea,Whole organism,PDB_000089,Lactiplantibacillus plantarum||HAC01,,G:\安雄伟论文\数据\genomes\ncbi\GCA_003143915.1.fa.gz,1,5,5,0,5,0,Optibac,0,0,0,0,0,0,NO,GCF_003143915.1 | GCA_003143915.1,"GCF_003143915.1:current_genome_key,primary_accession,gcf_accession || GCA_003143915.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003143915.1.fa.gz,GCA_003143915.1.fa.gz,GCA_003143915.1,True,3230597,3197727,2
STRAIN_000563,GCF_003174815.1,GCF_003174815.1,GCF_003174815.1,GCA_003174815.1,Limosilactobacillus reuteri,LR18,reuteri,reuteri,Scaffold,,feces,horse,China,,PDB_000972,Limosilactobacillus reuteri||LR18,,G:\安雄伟论文\数据\genomes\ncbi\GCA_003174815.1.fa.gz,1,1,1,1,0,0,Optibac,0,0,0,0,0,0,NO,GCF_003174815.1 | GCA_003174815.1,"GCF_003174815.1:current_genome_key,primary_accession,gcf_accession || GCA_003174815.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003174815.1.fa.gz,GCA_003174815.1.fa.gz,GCA_003174815.1,True,2470207,29752,614
STRAIN_000564,GCF_003175015.1,GCF_003175015.1,GCF_003175015.1,GCA_003175015.1,Limosilactobacillus reuteri,LR2,reuteri,reuteri,Scaffold,,feces,goat,China,,PDB_000829,Limosilactobacillus reuteri||LR2,,G:\安雄伟论文\数据\genomes\ncbi\GCA_003175015.1.fa.gz,1,21,21,20,0,0,Optibac,3,2,3,1,0,1,YES,GCF_003175015.1 | GCA_003175015.1,"GCF_003175015.1:current_genome_key,primary_accession,gcf_accession || GCA_003175015.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003175015.1.fa.gz,GCA_003175015.1.fa.gz,GCA_003175015.1,True,2367543,40436,201
STRAIN_000565,GCF_003175115.1,GCF_003175115.1,GCF_003175115.1,GCA_003175115.1,Limosilactobacillus reuteri,LR6,reuteri,reuteri,Scaffold,,feces,sheep,China,,PDB_000016 | PDB_000970,Limosilactobacillus reuteri||LR6,,G:\安雄伟论文\数据\genomes\ncbi\GCA_003175115.1.fa.gz,1,1,1,1,1,0,Optibac,18,1,3,0,5,3,YES,GCF_003175115.1 | GCA_003175115.1,"GCF_003175115.1:current_genome_key,primary_accession,gcf_accession || GCA_003175115.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003175115.1.fa.gz,GCA_003175115.1.fa.gz,GCA_003175115.1,True,2139733,13546,379
STRAIN_000566,GCF_003175125.1,GCF_003175125.1,GCF_003175125.1,GCA_003175125.1,Limosilactobacillus reuteri,LR1,reuteri,reuteri,Scaffold,,feces,goat,China,,PDB_000267,Limosilactobacillus reuteri||LR1,,G:\安雄伟论文\数据\genomes\ncbi\GCA_003175125.1.fa.gz,1,10,10,0,9,1,Optibac,0,0,0,0,0,0,NO,GCF_003175125.1 | GCA_003175125.1,"GCF_003175125.1:current_genome_key,primary_accession,gcf_accession || GCA_003175125.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003175125.1.fa.gz,GCA_003175125.1.fa.gz,GCA_003175125.1,True,2255596,40528,171
STRAIN_000567,GCF_003261135.1,GCF_003261135.1,GCF_003261135.1,GCA_003261135.1,Limosilactobacillus fermentum,LF2,fermentum,fermentum,Scaffold,,Regional Tybo cheese,,missing,,PDB_000310,Limosilactobacillus fermentum||LF2,,G:\安雄伟论文\数据\genomes\ncbi\GCA_003261135.1.fa.gz,1,5,5,0,4,1,Optibac,0,0,0,0,0,0,NO,GCF_003261135.1 | GCA_003261135.1,"GCF_003261135.1:current_genome_key,primary_accession,gcf_accession || GCA_003261135.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003261135.1.fa.gz,GCA_003261135.1.fa.gz,GCA_003261135.1,True,2047507,32695,250
STRAIN_000568,GCF_003269405.1,GCF_003269405.1,GCF_003269405.1,GCA_003269405.1,Lactiplantibacillus plantarum,SK151,plantarum,plantarum,Complete Genome,,,,,,PDB_000090,Lactiplantibacillus plantarum||SK151,,G:\安雄伟论文\数据\genomes\ncbi\GCA_003269405.1.fa.gz,1,1,1,0,1,0,,0,0,0,0,0,0,NO,GCF_003269405.1 | GCA_003269405.1,"GCF_003269405.1:current_genome_key,primary_accession,gcf_accession || GCA_003269405.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003269405.1.fa.gz,GCA_003269405.1.fa.gz,GCA_003269405.1,True,3231249,3231249,1
STRAIN_000569,GCF_003316895.1,GCF_003316895.1,GCF_003316895.1,GCA_003316895.1,Limosilactobacillus reuteri,Byun-re-01,reuteri,reuteri,Complete Genome,,Duodenum,Mus musculus,South Korea,cell culture,PDB_000251,Limosilactobacillus reuteri||Byun-re-01,,G:\安雄伟论文\数据\genomes\ncbi\GCA_003316895.1.fa.gz,1,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_003316895.1 | GCA_003316895.1,"GCF_003316895.1:current_genome_key,primary_accession,gcf_accession || GCA_003316895.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003316895.1.fa.gz,GCA_003316895.1.fa.gz,GCA_003316895.1,True,2244514,2244514,1
STRAIN_000570,GCF_003325395.1,GCF_003325395.1,GCF_003325395.1,GCA_003325395.1,Lactiplantibacillus plantarum,nF1,plantarum,plantarum,Complete Genome,,kimchi (traditional fermented korean dish),,South Korea: Pusan,whole organism,PDB_000091,Lactiplantibacillus plantarum||nF1,,G:\安雄伟论文\数据\genomes\ncbi\GCA_003325395.1.fa.gz,1,2,2,0,2,0,,0,0,0,0,0,0,NO,GCF_003325395.1 | GCA_003325395.1,"GCF_003325395.1:current_genome_key,primary_accession,gcf_accession || GCA_003325395.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003325395.1.fa.gz,GCA_003325395.1.fa.gz,GCA_003325395.1,True,3191992,3120761,3
STRAIN_000571,GCF_003325775.1,GCF_003325775.1,GCF_003325775.1,GCA_003325775.1,Lactiplantibacillus plantarum,CRL 681,plantarum,plantarum,Contig,,Argentinean dry fermented sausages,,Argentina: Tucuman,Bacterial culture,PDB_000092,Lactiplantibacillus plantarum||CRL 681,,G:\安雄伟论文\数据\genomes\ncbi\GCA_003325775.1.fa.gz,1,0,0,0,0,0,Optibac,0,0,0,0,0,0,NO,GCF_003325775.1 | GCA_003325775.1,"GCF_003325775.1:current_genome_key,primary_accession,gcf_accession || GCA_003325775.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003325775.1.fa.gz,GCA_003325775.1.fa.gz,GCA_003325775.1,True,3370224,449362,28
STRAIN_000572,GCF_003342655.1,GCF_003342655.1,GCF_003342655.1,GCA_003342655.1,Bifidobacterium longum subsp. longum,BORI,longum,longum|longum,Complete Genome,,Korean infant,Homo sapiens,South Korea,Bacteria,PDB_000660,Bifidobacterium longum subsp. longum||BORI,,G:\安雄伟论文\数据\genomes\ncbi\GCA_003342655.1.fa.gz,1,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_003342655.1 | GCA_003342655.1,"GCF_003342655.1:current_genome_key,primary_accession,gcf_accession || GCA_003342655.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003342655.1.fa.gz,GCA_003342655.1.fa.gz,GCA_003342655.1,True,2311020,2311020,1
STRAIN_000573,GCF_003344825.1,GCF_003344825.1,GCF_003344825.1,GCA_003344825.1,Lactiplantibacillus plantarum,CCFM605,plantarum,plantarum,Contig,,yogurt-like dairy product,,China,whole genome sequence,PDB_000093,Lactiplantibacillus plantarum||CCFM605,CCFM605,G:\安雄伟论文\数据\genomes\ncbi\GCA_003344825.1.fa.gz,1,0,0,0,0,0,Optibac,0,0,0,0,0,0,NO,GCF_003344825.1 | GCA_003344825.1,"GCF_003344825.1:current_genome_key,primary_accession,gcf_accession || GCA_003344825.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003344825.1.fa.gz,GCA_003344825.1.fa.gz,GCA_003344825.1,True,3314628,206039,55
STRAIN_000574,GCF_003344845.1,GCF_003344845.1,GCF_003344845.1,GCA_003344845.1,Lactiplantibacillus plantarum,CGMCC12436,plantarum,plantarum,Contig,,yogurt-like dairy product,,China,whole genome sequence,PDB_000094,Lactiplantibacillus plantarum||CGMCC12436,CGMCC12436,G:\安雄伟论文\数据\genomes\ncbi\GCA_003344845.1.fa.gz,1,1,1,0,1,0,Optibac,0,0,0,0,0,0,NO,GCF_003344845.1 | GCA_003344845.1,"GCF_003344845.1:current_genome_key,primary_accession,gcf_accession || GCA_003344845.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003344845.1.fa.gz,GCA_003344845.1.fa.gz,GCA_003344845.1,True,3259936,143716,53
STRAIN_000575,GCF_003345725.1,GCF_003345725.1,GCF_003345725.1,GCA_003345725.1,Levilactobacillus brevis,WIKIM12,brevis,brevis,Contig,,kimchi,,South Korea,,PDB_000817,Levilactobacillus brevis||WIKIM12,,G:\安雄伟论文\数据\genomes\ncbi\GCA_003345725.1.fa.gz,1,39,39,0,0,0,Optibac,0,0,0,0,0,0,NO,GCF_003345725.1 | GCA_003345725.1,"GCF_003345725.1:current_genome_key,primary_accession,gcf_accession || GCA_003345725.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003345725.1.fa.gz,GCA_003345725.1.fa.gz,GCA_003345725.1,True,2601591,82707,109
STRAIN_000576,GCF_003346315.1,GCF_003346315.1,GCF_003346315.1,GCA_003346315.1,Limosilactobacillus fermentum,KMB_613,fermentum,fermentum,Contig,,bryndza cheese,,Slovakia,pure culture,PDB_000961,Limosilactobacillus fermentum||KMB_613,,G:\安雄伟论文\数据\genomes\ncbi\GCA_003346315.1.fa.gz,1,1,1,0,0,0,Optibac,0,0,0,0,0,0,NO,GCF_003346315.1 | GCA_003346315.1,"GCF_003346315.1:current_genome_key,primary_accession,gcf_accession || GCA_003346315.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003346315.1.fa.gz,GCA_003346315.1.fa.gz,GCA_003346315.1,True,2005122,34618,131
STRAIN_000577,GCF_003347445.1,GCF_003347445.1,GCF_003347445.1,GCA_003347445.1,Lactiplantibacillus plantarum,49 Genome sequencing and assembly,plantarum,plantarum,Contig,,tropical fruit,,Brazil,culture,PDB_000164,Lactiplantibacillus plantarum||49 Genome sequencing and assembly,,G:\安雄伟论文\数据\genomes\ncbi\GCA_003347445.1.fa.gz,1,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_003347445.1 | GCA_003347445.1,"GCF_003347445.1:current_genome_key,primary_accession,gcf_accession || GCA_003347445.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003347445.1.fa.gz,GCA_003347445.1.fa.gz,GCA_003347445.1,True,3440138,135572,119
STRAIN_000578,GCF_003347455.1,GCF_003347455.1,GCF_003347455.1,GCA_003347455.1,Lactiplantibacillus plantarum,201 Genome sequencing and assembly,plantarum,plantarum,Contig,,tropical fruit,,Brazil,bacterial culture,PDB_000165,Lactiplantibacillus plantarum||201 Genome sequencing and assembly,,G:\安雄伟论文\数据\genomes\ncbi\GCA_003347455.1.fa.gz,1,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_003347455.1 | GCA_003347455.1,"GCF_003347455.1:current_genome_key,primary_accession,gcf_accession || GCA_003347455.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003347455.1.fa.gz,GCA_003347455.1.fa.gz,GCA_003347455.1,True,3261598,110250,89
STRAIN_000579,GCF_003352125.1,GCF_003352125.1,GCF_003352125.1,GCA_003352125.1,Lactiplantibacillus plantarum,b-2,plantarum,plantarum,Complete Genome,,pickle,,"China: Shijiazhuang, Hebei province",Mixed culture,PDB_000182,Lactiplantibacillus plantarum||b-2,,G:\安雄伟论文\数据\genomes\ncbi\GCA_003352125.1.fa.gz,1,0,0,0,0,0,Optibac,0,0,0,0,0,0,NO,GCF_003352125.1 | GCA_003352125.1,"GCF_003352125.1:current_genome_key,primary_accession,gcf_accession || GCA_003352125.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003352125.1.fa.gz,GCA_003352125.1.fa.gz,GCA_003352125.1,True,3211268,3211268,1
STRAIN_000580,GCF_003433395.1,GCF_003433395.1,GCF_003433395.1,GCA_003433395.1,Lacticaseibacillus rhamnosus,JCM1553,rhamnosus,rhamnosus,Complete Genome,,purchased from JCM,,missing,cell culture,PDB_000210,Lacticaseibacillus rhamnosus||JCM1553,JCM1553,G:\安雄伟论文\数据\genomes\china\ncbi\GCA_003433395.1.fa.gz,1,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_003433395.1 | GCA_003433395.1,"GCF_003433395.1:current_genome_key,primary_accession,gcf_accession || GCA_003433395.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/china/ncbi/GCA_003433395.1.fa.gz,GCA_003433395.1.fa.gz,GCA_003433395.1,True,2990082,2990082,1
STRAIN_000581,GCF_003573895.1,GCF_003573895.1,GCF_003573895.1,GCA_003573895.1,Bifidobacterium bifidum,TMC 3115,bifidum,bifidum,Complete Genome,,primary_s_R_Antecubital fossa (ACF_R),,,,PDB_000777,Bifidobacterium bifidum||TMC 3115,,G:\安雄伟论文\数据\genomes\ncbi\GCA_003573895.1.fa.gz,1,0,0,0,0,0,Optibac,0,0,0,0,0,0,NO,GCF_003573895.1 | GCA_003573895.1,"GCF_003573895.1:current_genome_key,primary_accession,gcf_accession || GCA_003573895.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003573895.1.fa.gz,GCA_003573895.1.fa.gz,GCA_003573895.1,True,2178894,2178894,1
STRAIN_000582,GCF_003577505.1,GCF_003577505.1,GCF_003577505.1,GCA_003577505.1,Lactiplantibacillus plantarum,C29,plantarum,plantarum,Scaffold,,kimchi,,South Korea: Seoul,Bacteria,PDB_000095,Lactiplantibacillus plantarum||C29,,G:\安雄伟论文\数据\genomes\ncbi\GCA_003577505.1.fa.gz,1,5,5,0,5,0,,0,0,0,0,0,0,NO,GCF_003577505.1 | GCA_003577505.1,"GCF_003577505.1:current_genome_key,primary_accession,gcf_accession || GCA_003577505.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003577505.1.fa.gz,GCA_003577505.1.fa.gz,GCA_003577505.1,True,3452333,3280506,6
STRAIN_000583,GCF_003586485.1,GCF_003586485.1,GCF_003586485.1,GCA_003586485.1,Lactiplantibacillus plantarum,DR7,plantarum,plantarum,Complete Genome,,milk,Bos taurus,Malaysia,cell culture,PDB_000096,Lactiplantibacillus plantarum||DR7,,G:\安雄伟论文\数据\genomes\ncbi\GCA_003586485.1.fa.gz,1,10,10,0,10,0,Optibac,0,0,0,0,0,0,NO,GCF_003586485.1 | GCA_003586485.1,"GCF_003586485.1:current_genome_key,primary_accession,gcf_accession || GCA_003586485.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003586485.1.fa.gz,GCA_003586485.1.fa.gz,GCA_003586485.1,True,3230619,3197744,2
STRAIN_000584,GCF_003597635.1,GCF_003597635.1,GCF_003597635.1,GCA_003597635.1,Lactiplantibacillus plantarum,ATG-K2,plantarum,plantarum,Complete Genome,KCTC:13577BP,kimchi,,South Korea,Single strain,PDB_000097,Lactiplantibacillus plantarum||ATG-K2,,G:\安雄伟论文\数据\genomes\ncbi\GCA_003597635.1.fa.gz,1,0,0,0,0,0,Optibac,0,0,0,0,0,0,NO,GCF_003597635.1 | GCA_003597635.1,"GCF_003597635.1:current_genome_key,primary_accession,gcf_accession || GCA_003597635.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003597635.1.fa.gz,GCA_003597635.1.fa.gz,GCA_003597635.1,True,3175098,3034884,4
STRAIN_000585,GCF_003606305.1,GCF_003606305.1,GCF_003606305.1,GCA_003606305.1,Bifidobacterium animalis subsp. lactis,HN019,animalis,animalis|lactis,Complete Genome,,missing,,"USA: Madison, WI",,PDB_000762,Bifidobacterium animalis subsp. lactis||HN019,,G:\安雄伟论文\数据\genomes\ncbi\GCA_003606305.1.fa.gz,1,0,0,0,0,0,Optibac,0,0,0,0,0,0,NO,GCF_003606305.1 | GCA_003606305.1,"GCF_003606305.1:current_genome_key,primary_accession,gcf_accession || GCA_003606305.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003606305.1.fa.gz,GCA_003606305.1.fa.gz,GCA_003606305.1,True,1935423,1935423,1
STRAIN_000586,GCF_003611015.1,GCF_003611015.1,GCF_003611015.1,GCA_003611015.1,Lactiplantibacillus plantarum,NCIMB 700965,plantarum,plantarum,Complete Genome,NCIMB:700965,New Zealand cheese,,New Zealand,cell culture,PDB_000098,Lactiplantibacillus plantarum||NCIMB 700965,NCIMB700965,G:\安雄伟论文\数据\genomes\ncbi\GCA_003611015.1.fa.gz,1,0,0,0,0,0,Optibac,0,0,0,0,0,0,NO,GCF_003611015.1 | GCA_003611015.1,"GCF_003611015.1:current_genome_key,primary_accession,gcf_accession || GCA_003611015.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_003611015.1.fa.gz,GCA_003611015.1.fa.gz,GCA_003611015.1,True,3216285,3015495,6
