genome_file,genome_path,file_size_bytes,accession_from_filename,accession_base,valid_fasta,contigs,total_bp,n50,largest_contig,smallest_contig,gc_percent,n_percent,error,all_path_accessions,all_path_accession_bases,n_path_accessions
GCA_016634435.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_016634435.1.fa.gz,677288,GCA_016634435.1,GCA_016634435,True,31,2286958,199561,423567,1080,59.8769,0.0,,GCA_016634435.1,GCA_016634435,1
GCA_016648955.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_016648955.1.fa.gz,715720,GCA_016648955.1,GCA_016648955,True,6,2426298,729119,986561,5020,59.0827,0.0,,GCA_016648955.1,GCA_016648955,1
GCA_016757655.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_016757655.1.fa.gz,1493970,GCA_016757655.1,GCA_016757655,True,1,5028010,5028010,5028010,5028010,50.8114,0.0,,GCA_016757655.1,GCA_016757655,1
GCA_016775685.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_016775685.1.fa.gz,975656,GCA_016775685.1,GCA_016775685,True,6,3269258,3152304,3152304,6498,44.4965,0.0,,GCA_016775685.1,GCA_016775685,1
GCA_016887825.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_016887825.1.fa.gz,932195,GCA_016887825.1,GCA_016887825,True,352,3082420,127800,279800,204,46.633,0.0,,GCA_016887825.1,GCA_016887825,1
GCA_016918895.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_016918895.1.fa.gz,558004,GCA_016918895.1,GCA_016918895,True,100,1879705,1654674,1654674,319,51.7166,0.479171,,GCA_016918895.1,GCA_016918895,1
GCA_017009475.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_017009475.1.fa.gz,584108,GCA_017009475.1,GCA_017009475,True,21,1987806,167722,709917,778,34.5432,0.0,,GCA_017009475.1,GCA_017009475,1
GCA_017009715.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_017009715.1.fa.gz,577045,GCA_017009715.1,GCA_017009715,True,19,1965390,231909,676265,1457,34.5706,0.0,,GCA_017009715.1,GCA_017009715,1
GCA_017132775.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_017132775.1.fa.gz,706018,GCA_017132775.1,GCA_017132775,True,1,2403825,2403825,2403825,2403825,60.3326,0.0,,GCA_017132775.1,GCA_017132775,1
GCA_017301935.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_017301935.1.fa.gz,986832,GCA_017301935.1,GCA_017301935,True,2,3310911,3257370,3257370,53541,44.4881,0.0,,GCA_017301935.1,GCA_017301935,1
GCA_017498335.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_017498335.1.fa.gz,829475,GCA_017498335.1,GCA_017498335,True,176,2759364,40613,126611,303,47.7676,0.0,,GCA_017498335.1,GCA_017498335,1
GCA_017573685.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_017573685.1.fa.gz,829552,GCA_017573685.1,GCA_017573685,True,175,2760455,40613,126611,303,47.7704,0.0,,GCA_017573685.1,GCA_017573685,1
GCA_017742875.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_017742875.1.fa.gz,968980,GCA_017742875.1,GCA_017742875,True,1,3249803,3249803,3249803,3249803,44.4918,0.0,,GCA_017742875.1,GCA_017742875,1
GCA_017743155.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_017743155.1.fa.gz,714229,GCA_017743155.1,GCA_017743155,True,1,2427458,2427458,2427458,2427458,59.9491,0.0,,GCA_017743155.1,GCA_017743155,1
GCA_017743195.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_017743195.1.fa.gz,746806,GCA_017743195.1,GCA_017743195,True,1,2535489,2535489,2535489,2535489,58.5188,0.0,,GCA_017743195.1,GCA_017743195,1
GCA_017795605.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_017795605.1.fa.gz,892998,GCA_017795605.1,GCA_017795605,True,1,3007472,3007472,3007472,3007472,46.6904,0.0,,GCA_017795605.1,GCA_017795605,1
GCA_017798305.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_017798305.1.fa.gz,998022,GCA_017798305.1,GCA_017798305,True,2,3344312,3308242,3308242,36070,44.4278,0.0,,GCA_017798305.1,GCA_017798305,1
GCA_017815835.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_017815835.1.fa.gz,650533,GCA_017815835.1,GCA_017815835,True,1,2212477,2212477,2212477,2212477,59.1742,0.0,,GCA_017815835.1,GCA_017815835,1
GCA_017894325.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_017894325.1.fa.gz,637648,GCA_017894325.1,GCA_017894325,True,1,2193720,2193720,2193720,2193720,62.7364,0.0,,GCA_017894325.1,GCA_017894325,1
GCA_017963615.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_017963615.1.fa.gz,564912,GCA_017963615.1,GCA_017963615,True,31,1917453,143903,288297,248,60.4572,0.0,,GCA_017963615.1,GCA_017963615,1
GCA_018064185.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_018064185.1.fa.gz,801684,GCA_018064185.1,GCA_018064185,True,1,2831954,2831954,2831954,2831954,46.6003,5.326958,,GCA_018064185.1,GCA_018064185,1
GCA_018140675.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_018140675.1.fa.gz,845122,GCA_018140675.1,GCA_018140675,True,1,2770240,2770240,2770240,2770240,59.8758,0.0,,GCA_018140675.1,GCA_018140675,1
GCA_018141205.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_018141205.1.fa.gz,871102,GCA_018141205.1,GCA_018141205,True,1,2935174,2935174,2935174,2935174,46.7943,0.0,,GCA_018141205.1,GCA_018141205,1
GCA_018228745.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_018228745.1.fa.gz,887515,GCA_018228745.1,GCA_018228745,True,1,2991149,2991149,2991149,2991149,46.7645,0.0,,GCA_018228745.1,GCA_018228745,1
GCA_018351295.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_018351295.1.fa.gz,999973,GCA_018351295.1,GCA_018351295,True,3,3353701,3295397,3295397,1815,44.3509,0.0,,GCA_018351295.1,GCA_018351295,1
GCA_018408965.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_018408965.1.fa.gz,704243,GCA_018408965.1,GCA_018408965,True,150,2372186,419474,969914,246,59.7983,0.0,,GCA_018408965.1,GCA_018408965,1
GCA_018408975.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_018408975.1.fa.gz,603204,GCA_018408975.1,GCA_018408975,True,222,2033249,1538848,1538848,379,60.0677,0.0,,GCA_018408975.1,GCA_018408975,1
GCA_018408985.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_018408985.1.fa.gz,613272,GCA_018408985.1,GCA_018408985,True,62,2089853,2061480,2061480,380,60.6091,0.015216,,GCA_018408985.1,GCA_018408985,1
GCA_018409015.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_018409015.1.fa.gz,582356,GCA_018409015.1,GCA_018409015,True,145,1972106,182342,695265,201,60.4486,0.03083,,GCA_018409015.1,GCA_018409015,1
GCA_018409165.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_018409165.1.fa.gz,703057,GCA_018409165.1,GCA_018409165,True,146,2370304,1351428,1351428,213,59.9241,0.021305,,GCA_018409165.1,GCA_018409165,1
GCA_018409185.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_018409185.1.fa.gz,698043,GCA_018409185.1,GCA_018409185,True,111,2354445,203797,444013,206,60.0214,0.0,,GCA_018409185.1,GCA_018409185,1
GCA_018798865.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_018798865.1.fa.gz,729626,GCA_018798865.1,GCA_018798865,True,4,2440372,2325058,2325058,34418,45.9955,0.0,,GCA_018798865.1,GCA_018798865,1
GCA_018884205.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_018884205.1.fa.gz,620678,GCA_018884205.1,GCA_018884205,True,1,2094354,2094354,2094354,2094354,51.4643,0.0,,GCA_018884205.1,GCA_018884205,1
GCA_018966895.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_018966895.1.fa.gz,867580,GCA_018966895.1,GCA_018966895,True,57,2893669,144365,310149,217,46.7269,0.0,,GCA_018966895.1,GCA_018966895,1
GCA_019061135.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_019061135.1.fa.gz,571660,GCA_019061135.1,GCA_019061135,True,85,1902828,44693,149358,578,38.7067,0.0,,GCA_019061135.1,GCA_019061135,1
GCA_019192945.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_019192945.1.fa.gz,563594,GCA_019192945.1,GCA_019192945,True,10,1920050,546911,645270,1042,35.0648,0.0,,GCA_019192945.1,GCA_019192945,1
GCA_019390095.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_019390095.1.fa.gz,975584,GCA_019390095.1,GCA_019390095,True,65,3250700,98287,307873,1036,44.4564,0.0,,GCA_019390095.1,GCA_019390095,1
GCA_019660445.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_019660445.1.fa.gz,837521,GCA_019660445.1,GCA_019660445,True,2,2859213,1449447,1449447,1409766,59.7802,0.0,,GCA_019660445.1,GCA_019660445,1
GCA_019879165.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_019879165.1.fa.gz,1024001,GCA_019879165.1,GCA_019879165,True,5,3434822,3269650,3269650,35544,44.4143,0.0,,GCA_019879165.1,GCA_019879165,1
GCA_019890875.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_019890875.1.fa.gz,634576,GCA_019890875.1,GCA_019890875,True,1,2149913,2149913,2149913,2149913,51.1517,0.0,,GCA_019890875.1,GCA_019890875,1
GCA_019972965.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_019972965.1.fa.gz,705409,GCA_019972965.1,GCA_019972965,True,33,2392818,250141,489873,230,59.2441,0.0,,GCA_019972965.1,GCA_019972965,1
GCA_020008065.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_020008065.1.fa.gz,704737,GCA_020008065.1,GCA_020008065,True,1,2393285,2393285,2393285,2393285,59.946,0.0,,GCA_020008065.1,GCA_020008065,1
GCA_020072545.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_020072545.1.fa.gz,714494,GCA_020072545.1,GCA_020072545,True,54,2408466,179102,667100,235,60.2013,0.0,,GCA_020072545.1,GCA_020072545,1
GCA_020131335.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_020131335.1.fa.gz,1064051,GCA_020131335.1,GCA_020131335,True,15,3575075,3333671,3333671,1088,44.1432,0.0,,GCA_020131335.1,GCA_020131335,1
GCA_020404265.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_020404265.1.fa.gz,533767,GCA_020404265.1,GCA_020404265,True,82,1787406,61300,132377,215,38.8789,0.0,,GCA_020404265.1,GCA_020404265,1
GCA_020404275.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_020404275.1.fa.gz,534708,GCA_020404275.1,GCA_020404275,True,82,1789281,61300,132432,214,38.8806,0.0,,GCA_020404275.1,GCA_020404275,1
GCA_020741515.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_020741515.1.fa.gz,699517,GCA_020741515.1,GCA_020741515,True,42,2318552,91113,277638,5220,46.1983,0.0,,GCA_020741515.1,GCA_020741515,1
GCA_020741545.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_020741545.1.fa.gz,516859,GCA_020741545.1,GCA_020741545,True,168,1746296,13041,71795,2562,60.6429,0.0,,GCA_020741545.1,GCA_020741545,1
GCA_020785395.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_020785395.1.fa.gz,619031,GCA_020785395.1,GCA_020785395,True,296,2073192,20631,64033,200,38.8111,0.01447,,GCA_020785395.1,GCA_020785395,1
GCA_020892075.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_020892075.1.fa.gz,625430,GCA_020892075.1,GCA_020892075,True,1,2149912,2149912,2149912,2149912,62.7628,0.0,,GCA_020892075.1,GCA_020892075,1
GCA_020978225.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_020978225.1.fa.gz,700077,GCA_020978225.1,GCA_020978225,True,5,2399145,2297399,2297399,13813,38.686,0.004168,,GCA_020978225.1,GCA_020978225,1
GCA_020978285.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_020978285.1.fa.gz,731018,GCA_020978285.1,GCA_020978285,True,7,2483413,2096356,2096356,4753,38.5266,0.028187,,GCA_020978285.1,GCA_020978285,1
GCA_021134215.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_021134215.1.fa.gz,582495,GCA_021134215.1,GCA_021134215,True,365,1950042,19247,64463,200,49.5675,0.0,,GCA_021134215.1,GCA_021134215,1
GCA_021184065.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_021184065.1.fa.gz,700493,GCA_021184065.1,GCA_021184065,True,1,2385558,2385558,2385558,2385558,60.3283,0.0,,GCA_021184065.1,GCA_021184065,1
GCA_021199095.1.fa.gz,/root/autodl-tmp/axw/genomes/china/ncbi/GCA_021199095.1.fa.gz,952029,GCA_021199095.1,GCA_021199095,True,36,3179881,367100,528392,239,44.6265,0.0,,GCA_021199095.1,GCA_021199095,1
GCA_021228035.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_021228035.1.fa.gz,720399,GCA_021228035.1,GCA_021228035,True,1,2362026,2362026,2362026,2362026,59.8584,0.0,,GCA_021228035.1,GCA_021228035,1
GCA_021292855.1.fa.gz,/root/autodl-tmp/axw/genomes/china/ncbi/GCA_021292855.1.fa.gz,554889,GCA_021292855.1,GCA_021292855,True,64,1873425,121477,246083,200,38.8608,1.016747,,GCA_021292855.1,GCA_021292855,1
GCA_021294255.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_021294255.1.fa.gz,512649,GCA_021294255.1,GCA_021294255,True,46,1716855,112985,348921,209,39.1027,0.097271,,GCA_021294255.1,GCA_021294255,1
GCA_021294375.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_021294375.1.fa.gz,510606,GCA_021294375.1,GCA_021294375,True,182,1703928,26449,106885,207,39.0847,0.236395,,GCA_021294375.1,GCA_021294375,1
GCA_021294665.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_021294665.1.fa.gz,513470,GCA_021294665.1,GCA_021294665,True,48,1719292,108464,290041,204,39.0878,0.121213,,GCA_021294665.1,GCA_021294665,1
GCA_021296595.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_021296595.1.fa.gz,515005,GCA_021296595.1,GCA_021296595,True,56,1728343,143914,318122,202,39.0264,0.274656,,GCA_021296595.1,GCA_021296595,1
GCA_021297355.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_021297355.1.fa.gz,504767,GCA_021297355.1,GCA_021297355,True,37,1693234,163761,287389,224,39.0947,0.198378,,GCA_021297355.1,GCA_021297355,1
GCA_021297595.1.fa.gz,/root/autodl-tmp/axw/genomes/china/ncbi/GCA_021297595.1.fa.gz,553782,GCA_021297595.1,GCA_021297595,True,84,1854786,58024,188902,208,38.7295,0.196788,,GCA_021297595.1,GCA_021297595,1
GCA_021297695.1.fa.gz,/root/autodl-tmp/axw/genomes/china/ncbi/GCA_021297695.1.fa.gz,553070,GCA_021297695.1,GCA_021297695,True,75,1852353,74538,197256,201,38.7279,0.129727,,GCA_021297695.1,GCA_021297695,1
GCA_021300595.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_021300595.1.fa.gz,944267,GCA_021300595.1,GCA_021300595,True,258,3129120,105926,277626,201,46.6691,0.0,,GCA_021300595.1,GCA_021300595,1
GCA_021384495.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_021384495.1.fa.gz,769479,GCA_021384495.1,GCA_021384495,True,213,2542145,36178,152662,303,45.5663,0.0,,GCA_021384495.1,GCA_021384495,1
GCA_021384615.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_021384615.1.fa.gz,784418,GCA_021384615.1,GCA_021384615,True,211,2593201,35670,134682,302,45.4833,0.0,,GCA_021384615.1,GCA_021384615,1
GCA_021484885.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_021484885.1.fa.gz,700636,GCA_021484885.1,GCA_021484885,True,1,2369863,2369863,2369863,2369863,56.6072,0.0,,GCA_021484885.1,GCA_021484885,1
GCA_021559835.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_021559835.1.fa.gz,1506102,GCA_021559835.1,GCA_021559835,True,3,5064093,5055406,5055406,3173,50.5739,0.0,,GCA_021559835.1,GCA_021559835,1
GCA_021560135.1.fa.gz,/root/autodl-tmp/axw/genomes/china/ncbi/GCA_021560135.1.fa.gz,965819,GCA_021560135.1,GCA_021560135,True,1,3255228,3255228,3255228,3255228,44.619,0.0,,GCA_021560135.1,GCA_021560135,1
GCA_021892455.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_021892455.1.fa.gz,990694,GCA_021892455.1,GCA_021892455,True,45,3304830,241352,533836,215,44.4326,0.021181,,GCA_021892455.1,GCA_021892455,1
GCA_021892795.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_021892795.1.fa.gz,978180,GCA_021892795.1,GCA_021892795,True,34,3269344,420102,866323,207,44.4773,0.015294,,GCA_021892795.1,GCA_021892795,1
GCA_021892995.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_021892995.1.fa.gz,980942,GCA_021892995.1,GCA_021892995,True,100,3258425,130172,315737,207,44.3665,0.012276,,GCA_021892995.1,GCA_021892995,1
GCA_021893075.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_021893075.1.fa.gz,1079319,GCA_021893075.1,GCA_021893075,True,230,3574108,82029,267423,202,44.0752,0.005596,,GCA_021893075.1,GCA_021893075,1
GCA_021894075.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_021894075.1.fa.gz,943224,GCA_021894075.1,GCA_021894075,True,76,3139331,199715,675170,207,44.614,0.009556,,GCA_021894075.1,GCA_021894075,1
GCA_021894155.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_021894155.1.fa.gz,989601,GCA_021894155.1,GCA_021894155,True,111,3281998,83582,263633,202,44.4667,0.012188,,GCA_021894155.1,GCA_021894155,1
GCA_021894595.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_021894595.1.fa.gz,985074,GCA_021894595.1,GCA_021894595,True,202,3256146,58783,231111,201,44.2651,0.003071,,GCA_021894595.1,GCA_021894595,1
GCA_021894615.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_021894615.1.fa.gz,941029,GCA_021894615.1,GCA_021894615,True,109,3122460,92384,252431,215,44.6062,0.003203,,GCA_021894615.1,GCA_021894615,1
GCA_022014355.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_022014355.1.fa.gz,664227,GCA_022014355.1,GCA_022014355,True,20,2266368,357565,680428,324,62.4319,0.0,,GCA_022014355.1,GCA_022014355,1
GCA_022509735.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_022509735.1.fa.gz,736995,GCA_022509735.1,GCA_022509735,True,88,2505036,51911,342003,1178,34.9346,0.0,,GCA_022509735.1,GCA_022509735,1
GCA_022558425.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_022558425.1.fa.gz,988987,GCA_022558425.1,GCA_022558425,True,8,3320817,3058984,3058984,14663,44.3663,0.0,,GCA_022558425.1,GCA_022558425,1
GCA_022643845.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_022643845.1.fa.gz,712125,GCA_022643845.1,GCA_022643845,True,1,2416492,2416492,2416492,2416492,59.9204,0.200456,,GCA_022643845.1,GCA_022643845,1
GCA_022670815.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_022670815.1.fa.gz,767377,GCA_022670815.1,GCA_022670815,True,9,2640087,2421519,2421519,5773,35.2373,0.0,,GCA_022670815.1,GCA_022670815,1
GCA_022691205.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_022691205.1.fa.gz,548523,GCA_022691205.1,GCA_022691205,True,1,1991096,1991096,1991096,1991096,63.0988,5.61766,,GCA_022691205.1,GCA_022691205,1
GCA_022738455.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_022738455.1.fa.gz,673766,GCA_022738455.1,GCA_022738455,True,584,2245287,5443,30179,1003,59.6974,0.0,,GCA_022738455.1,GCA_022738455,1
GCA_022757425.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_022757425.1.fa.gz,455898,GCA_022757425.1,GCA_022757425,True,144,1539439,17568,68089,961,34.9028,0.003248,,GCA_022757425.1,GCA_022757425,1
GCA_022815785.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_022815785.1.fa.gz,931356,GCA_022815785.1,GCA_022815785,True,12,3121984,1852232,1852232,5174,44.7714,0.0,,GCA_022815785.1,GCA_022815785,1
GCA_022844655.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_022844655.1.fa.gz,987395,GCA_022844655.1,GCA_022844655,True,67,3289508,205124,505091,244,44.3469,0.014744,,GCA_022844655.1,GCA_022844655,1
GCA_023111055.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_023111055.1.fa.gz,971821,GCA_023111055.1,GCA_023111055,True,28,3248882,332562,547079,766,44.4398,0.0,,GCA_023111055.1,GCA_023111055,1
GCA_023111075.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_023111075.1.fa.gz,986621,GCA_023111075.1,GCA_023111075,True,34,3299451,163062,481517,623,44.2723,0.0,,GCA_023111075.1,GCA_023111075,1
GCA_023168025.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_023168025.1.fa.gz,940106,GCA_023168025.1,GCA_023168025,True,51,3138505,216156,774813,209,44.6676,0.006436,,GCA_023168025.1,GCA_023168025,1
GCA_023205795.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_023205795.1.fa.gz,794574,GCA_023205795.1,GCA_023205795,True,1,2604558,2604558,2604558,2604558,59.3166,0.0,,GCA_023205795.1,GCA_023205795,1
GCA_023205815.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_023205815.1.fa.gz,797090,GCA_023205815.1,GCA_023205815,True,1,2612005,2612005,2612005,2612005,59.2529,0.0,,GCA_023205815.1,GCA_023205815,1
GCA_023205835.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_023205835.1.fa.gz,794620,GCA_023205835.1,GCA_023205835,True,1,2604549,2604549,2604549,2604549,59.3168,0.0,,GCA_023205835.1,GCA_023205835,1
GCA_023205855.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_023205855.1.fa.gz,841534,GCA_023205855.1,GCA_023205855,True,1,2758198,2758198,2758198,2758198,59.8696,0.0,,GCA_023205855.1,GCA_023205855,1
GCA_023206755.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_023206755.1.fa.gz,720148,GCA_023206755.1,GCA_023206755,True,4,2466849,2428178,2428178,6833,35.2473,0.0,,GCA_023206755.1,GCA_023206755,1
GCA_023208035.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_023208035.1.fa.gz,795751,GCA_023208035.1,GCA_023208035,True,1,2609031,2609031,2609031,2609031,59.2837,0.0,,GCA_023208035.1,GCA_023208035,1
GCA_023208055.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_023208055.1.fa.gz,794706,GCA_023208055.1,GCA_023208055,True,1,2604570,2604570,2604570,2604570,59.3164,0.0,,GCA_023208055.1,GCA_023208055,1
GCA_023208075.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_023208075.1.fa.gz,797350,GCA_023208075.1,GCA_023208075,True,1,2612382,2612382,2612382,2612382,59.2524,0.0,,GCA_023208075.1,GCA_023208075,1
GCA_023208095.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_023208095.1.fa.gz,794675,GCA_023208095.1,GCA_023208095,True,1,2604585,2604585,2604585,2604585,59.3166,0.0,,GCA_023208095.1,GCA_023208095,1
GCA_023208115.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_023208115.1.fa.gz,797817,GCA_023208115.1,GCA_023208115,True,1,2614802,2614802,2614802,2614802,59.2178,0.0,,GCA_023208115.1,GCA_023208115,1
GCA_023208135.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_023208135.1.fa.gz,793836,GCA_023208135.1,GCA_023208135,True,1,2598286,2598286,2598286,2598286,59.3188,0.0,,GCA_023208135.1,GCA_023208135,1
GCA_023208155.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_023208155.1.fa.gz,796645,GCA_023208155.1,GCA_023208155,True,1,2610477,2610477,2610477,2610477,59.2155,0.0,,GCA_023208155.1,GCA_023208155,1
GCA_023375875.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_023375875.1.fa.gz,892976,GCA_023375875.1,GCA_023375875,True,143,2958982,53098,288148,1003,46.2983,0.033187,,GCA_023375875.1,GCA_023375875,1
GCA_023507555.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_023507555.1.fa.gz,998435,GCA_023507555.1,GCA_023507555,True,7,3346408,3200527,3200527,3837,44.3561,0.0,,GCA_023507555.1,GCA_023507555,1
GCA_023547165.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_023547165.1.fa.gz,1015195,GCA_023547165.1,GCA_023547165,True,2,3404719,3184937,3184937,219782,44.272,0.0,,GCA_023547165.1,GCA_023547165,1
GCA_023612195.1.fa.gz,/root/autodl-tmp/axw/genomes/china/ncbi/GCA_023612195.1.fa.gz,602175,GCA_023612195.1,GCA_023612195,True,1,2032186,2032186,2032186,2032186,51.7489,0.0,,GCA_023612195.1,GCA_023612195,1
GCA_023656965.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_023656965.1.fa.gz,914428,GCA_023656965.1,GCA_023656965,True,123,3048833,134811,434898,200,46.2587,0.0,,GCA_023656965.1,GCA_023656965,1
GCA_023913535.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_023913535.1.fa.gz,887606,GCA_023913535.1,GCA_023913535,True,1,2991153,2991153,2991153,2991153,46.7643,0.0,,GCA_023913535.1,GCA_023913535,1
GCA_024138855.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_024138855.1.fa.gz,627879,GCA_024138855.1,GCA_024138855,True,1,2172569,2172569,2172569,2172569,63.1781,0.0,,GCA_024138855.1,GCA_024138855,1
GCA_024181685.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_024181685.1.fa.gz,984742,GCA_024181685.1,GCA_024181685,True,10,3314193,3016749,3016749,2170,44.3156,0.0,,GCA_024181685.1,GCA_024181685,1
